birthdate	mail	company	name	user_id	ssn	blood_group	current_location	registration	job	username	residence	station_ID
1952-08-22	yoshidamituru@yahoo.com	合同会社山本鉱業	高橋 美加子	41	045-30-9104	O-	(Decimal('-75.9279665'), Decimal('67.629583'))	20 Jul 2020	エンジニア演奏家	yamazakinaoko		592
1923-03-25	ftakahashi@hotmail.com	中村通信合同会社	近藤 太郎	1709	895-01-6542	A-	(Decimal('68.5264475'), Decimal('-58.697902'))	2021-05-31		tsubasa50		545
1956-11-07	vargasana-julia@ig.com.br	Sá	Natália Cunha	1923	94813726003	B-	(Decimal('-70.636123'), Decimal('38.310106'))	2019/07/20		tsampaio		316
	beritfechner@yahoo.de	Reising	Juri Matthäi B.A.	1720	036-76-2738	A+	(Decimal('-68.0185425'), Decimal('33.188612'))	01/03/2020, 00:00:00		epaffrath		390
	yanbarbosa@yahoo.com.br	Moreira	Isabelly da Rosa	802	80576934100	B-	(Decimal('-30.9770275'), Decimal('-21.586965'))	20 Sep 2025		sampaioana-livia		68
	marcela30@hotmail.com	Moraes S/A	Anthony Gabriel Siqueira	103	37482610987	O-	(Decimal('-80.9794025'), Decimal('24.552467'))	29 Dec 2023		andrademaria-vitoria		177
1954-03-13	kargeingeburg@gmail.com	Holsten Tröst KG	Rosita Jacob	777	084-76-0538	B-	(Decimal('-47.721256'), Decimal('-58.213189'))	2024-06-11	Erzieher	tsauer		199
1996-07-01	julieparker@yahoo.com	Gray, Eaton and Martinez	Justin Morton	128	361-59-3962	AB-		2021/05/26		tylermedina		226
	pignattilivio@live.com	Mazzeo, Bosio e Sismondi e figli	Osvaldo Lippomano	56	LCRGLR31D23D555V	O-	(Decimal('20.0885655'), Decimal('155.595998'))	07 Aug 2024		bellinivittoria		367
	yfoerster@gmx.de	Werner Henk AG & Co. KGaA	Frau Anna-Maria Geißler	897	631-27-0697	B-	(Decimal('57.012696'), Decimal('90.596551'))	2023/10/01	Krankenschwester	lbolander		462
	stephanynunes@bol.com.br	Pereira S.A.	Lucca Alves	66	41295073625	O-	(Decimal('-57.949114'), Decimal('-28.344361'))	30 Sep 2020		leo41		320
	pcastro@gmail.com	Edwards, Burch and Green	Paul Conway	1022	059-42-6303	B+	(Decimal('33.5806155'), Decimal('-89.624992'))	2019-08-25		alex83		177
	yamazakikyosuke@yahoo.com	田中印刷株式会社	清水 加奈	692	390-45-0875	O-	(Decimal('-54.8722675'), Decimal('52.895897'))	14 Feb 2021		sotaro16		681
	maria-isis70@hotmail.com	Rodrigues	Maya Câmara	1722	89210654749	B-	(Decimal('-55.6711365'), Decimal('-81.765358'))	24 Dec 2021		pimentamaria-julia		591
1996-01-29	johnzamora@hotmail.com	Barker, Garcia and Dawson	Kristin Cole	27	868-60-7485	O+	(Decimal('67.5659965'), Decimal('-2.376031'))	2018-10-03		coxlouis		504
	daniele29@virgilio.it	Bajamonti, Zabarella e Coardi e figli	Dott. Arnulfo Conti	158	CHDMTT65H42B850G	B-		2022-10-06		donnaantonacci		438
2007-02-28	gorlitzhanny@gmx.de	Knappe OHG mbH	Martin Winkler-Jüttner	280	027-75-9605	AB-	(Decimal('21.958647'), Decimal('-18.660386'))	2023/11/30		stella54		712
1915-08-03	orsinimicheletto@yahoo.com	Dossi, Grisoni e Celentano Group	Giancarlo Sagese	947	FRNBLD32L54C137D	AB-	(Decimal('-26.833647'), Decimal('160.843587'))	2020/10/09		jargurio		461
1943-01-08	christinehernandez@yahoo.com	Nelson, Houston and Casey	John Floyd	1590	224-45-0386	AB+	(Decimal('48.647526'), Decimal('-139.009393'))	2021-09-05	Television production assistant	mike07		454
	theodoroguerra@ig.com.br	Abreu	Sr. Davi Luiz Fonseca	663	30261958470	A+	(Decimal('40.320421'), Decimal('155.804273'))	12/14/2023, 00:00:00	Tradutor	carlos-eduardomoraes		158
	guerraemanuel@uol.com.br	Pinto - EI	Sra. Maria Laura Pacheco	28	05927834132	A-	(Decimal('4.3421345'), Decimal('177.819468'))	10/14/2022, 00:00:00	Taxista	esiqueira		286
	augusto12@yahoo.com.br	Gomes - ME	Sr. Francisco Almeida	600	42365910734	O+	(Decimal('60.452943'), Decimal('77.399293'))	2018/10/14		bleao		583
1958-05-13	kaori93@gmail.com	合同会社山本通信	松田 和也	896	580-91-0358	A+	(Decimal('-58.0388325'), Decimal('162.090456'))	2021/07/29		ryosuke08		627
	yoshidataro@yahoo.com	有限会社山本印刷	高橋 学	500	613-74-1592	O-	(Decimal('85.853012'), Decimal('-60.700090'))	2019/12/21		akemi18		29
	jpage@hotmail.com	Zuniga, Cummings and Sanders	Catherine Little	1368	253-02-8580	B+		2019/07/20		fullersabrina		595
1984-03-10	angelica12@gmail.com	Williams-Knox	Beth Martin	1100	705-27-9396	AB-	(Decimal('13.5707415'), Decimal('-66.680331'))	14 Jul 2020		scottnathan		6
2020-07-19	maedaharuka@gmail.com	有限会社藤原電気	田中 康弘	1078	754-23-1018	O-	(Decimal('74.7441615'), Decimal('33.757901'))	2019/06/09	電気工事士	yosuke98		308
	apastor@hotmail.com	Leão	Sr. Enzo Gabriel Pereira	491	27859310414	AB+		11/21/2022, 00:00:00	Polidor de produção	maria-fernanda40		242
	karl-dietertroest@gmx.de	Rädel	Athanasios Peukert	1887	303-29-6295	O+	(Decimal('23.316693'), Decimal('-127.642633'))	03/19/2025, 00:00:00	Pilot	florch		245
	sking@yahoo.com	Cain Group	Michael Small	1530	264-16-1196	AB+		2023/11/03		timothyrivers		395
	hans-hgertz@aol.de	Jüttner GbR	Ferenc Junken	68	691-96-0901	B-	(Decimal('23.9237045'), Decimal('-55.951929'))	2023-07-04	Winzer	prenner		67
1964-07-09	rochajoaquim@bol.com.br	Sales Brito Ltda.	Beatriz Pinto	1860	23467591809	A-	(Decimal('79.2435735'), Decimal('-65.092560'))	2022/12/24		leandroda-rocha		211
	ayllasampaio@uol.com.br	Fogaça S.A.	Dr. Ryan Sampaio	54	93076215434	B-	(Decimal('48.144104'), Decimal('123.728055'))	10/10/2022, 00:00:00		yagocosta		311
	ciciliacarla@live.com	Tosto, Tutino e Petrassi Group	Maurizio Maggioli	1665	BGGSMT99L15G411K	A+	(Decimal('81.9664975'), Decimal('-74.605601'))	2020-06-22	Chief Marketing Officer	lucianatomaselli		536
2010-03-05	inoueyoichi@yahoo.com	斉藤水産有限会社	吉田 稔	438	864-59-5587	A+	(Decimal('77.8718415'), Decimal('-41.350073'))	2020-01-29		htanaka		549
	haticeullmann@gmx.de	Süßebier GmbH & Co. OHG	Ottomar Schulz	1567	679-97-4756	A+	(Decimal('-73.489134'), Decimal('148.072345'))	09 Jun 2021		ebarth		497
1997-08-27	matheusrocha@bol.com.br	da Luz S/A	Mariane Novais	757	49862305738	A+	(Decimal('46.8104225'), Decimal('-99.139708'))	2021-10-26	Investigador de Polícia	nogueiraluiz-miguel		14
1957-03-15	wetzold@yahoo.de	Kraus Bachmann AG	Sofia Kade	2079	109-17-2673	O-		07/09/2025, 00:00:00		angelinavan-der-dussen		626
2001-12-23	silvio71@libero.it	Infantino-Gozzi e figli	Rosario Baggio-Luria	929	VSRPLN66C06C024T	A-	(Decimal('78.164694'), Decimal('57.252780'))	17 Dec 2021		yduodo		41
1948-07-23	venancio48@hotmail.it	Ortolani Group	Dott. Ferdinando Gozzi	726	MRTRNL12B19I541Q	B+	(Decimal('0.1093515'), Decimal('-78.092773'))	02/04/2021, 00:00:00		btedesco		149
	castroluara@hotmail.com	da Cruz Ltda.	Sarah Silva	1548	94302658738	AB-		05/20/2021, 00:00:00		oda-costa		522
	acanova@virgilio.it	Garobbio Group	Sig. Calogero Guicciardini	1634	TSCMTD22R08B914C	O-	(Decimal('84.5924125'), Decimal('83.252839'))	2020/05/10	Administrator	enricoanichini		431
	uda-luz@uol.com.br	Aragão - ME	Maria Helena Teixeira	726	87925140305	A-	(Decimal('-39.729569'), Decimal('29.430501'))	09/27/2020, 00:00:00		nnovais		459
2023-06-06	otavio99@yahoo.com.br	Andrade	Pedro Miguel Nogueira	989	96573402847	A-	(Decimal('25.7065035'), Decimal('40.330615'))	06 Aug 2023		kaique22		121
1985-12-07	sampaiolivia@ig.com.br	Gomes	Srta. Mariana Andrade	631	64318259005	A-	(Decimal('-7.4678095'), Decimal('-16.149514'))	11/07/2019, 00:00:00		daniela89		651
2001-04-06	gerdaumann@web.de	Reichmann	Liesa Peukert	128	857-92-4019	O+	(Decimal('-50.170679'), Decimal('-158.289592'))	2021-12-16		antoninojunitz		625
1987-03-10	daria84@yahoo.com	Salvo-Pastine SPA	Vittorio Leopardi-Corcos	326	DSUGRN80R66C796D	O-	(Decimal('12.406184'), Decimal('-43.308858'))	2021-02-24		nicolocrisafulli		273
	djaentsch@yahoo.de	Ullmann GmbH	Ansgar van der Dussen B.Sc.	2017	315-12-6448	B-	(Decimal('-31.500198'), Decimal('8.186403'))	2024-06-05		tlosekann		24
	hiroshi47@hotmail.com	西村鉱業株式会社	佐藤 知実	388	049-56-4552	O-	(Decimal('-23.5506305'), Decimal('165.465697'))	13 Nov 2023		csato		34
1959-08-19	rena83@googlemail.com	Kraushaar Renner e.V.	Prof. Silva Kohl B.A.	669	809-39-3505	B-	(Decimal('-17.8220835'), Decimal('-20.060156'))	2022/04/12	Programmierer	wrudolph		76
1979-08-31	kazuyatanaka@yahoo.com	木村電気有限会社	伊藤 明美	85	621-86-6860	AB+	(Decimal('41.7084225'), Decimal('86.056636'))	2021-09-07	占い師	kobayashimiki		498
	crudolph@web.de	Heinrich AG	Dr. Danilo Bolander	1252	751-31-0658	A+	(Decimal('-5.1061475'), Decimal('101.575492'))	24 Apr 2023		drubbaldur		250
	inoueharuka@hotmail.com	松本農林株式会社	松田 拓真	182	620-39-9326	A+	(Decimal('-41.0418085'), Decimal('113.687327'))	27 Jul 2021		okamotoyuki		112
	antonellacorbo@hotmail.it	Villadicani s.r.l.	Ippazio Padovano	88	MLDRBT84C71G720D	O+	(Decimal('31.079172'), Decimal('133.937666'))	02/06/2024, 00:00:00		virginia14		17
	mituru94@yahoo.com	有限会社鈴木印刷	小林 稔	1344	496-50-7192	AB+	(Decimal('54.820555'), Decimal('27.395208'))	31 May 2022	薬剤師	sotaro07		489
	hernandezjaclyn@gmail.com	Robinson-Reid	James Walker	23	421-79-6135	AB-	(Decimal('-64.177151'), Decimal('-135.560816'))	2019/01/20	Adult guidance worker	matthew29		321
2024-12-11	jklotz@yahoo.de	Meister GbR	Rosina Weiß	1044	087-98-4270	A+	(Decimal('39.406426'), Decimal('150.001359'))	13 Aug 2020		troskoth		662
1918-02-21	andrewwilliams@hotmail.com	Johnson-Taylor	Crystal Jones	173	474-52-7611	A+	(Decimal('-70.073083'), Decimal('146.960135'))	2024/02/18		markwaters		629
1953-02-11	jeromebryant@yahoo.com	Burke and Sons	Lori Jones MD	9	705-12-5912	AB+	(Decimal('7.204609'), Decimal('-120.589398'))	2019-02-25		zvasquez		109
1926-05-01	thedavollbrecht@yahoo.de	Fechner	Herr Kai-Uwe Lindner B.A.	1556	763-26-5465	O+	(Decimal('8.799215'), Decimal('-3.351748'))	11/23/2024, 00:00:00		scholtzpamela		669
	stumpfgiorgio@gmx.de	Hethur GmbH & Co. KG	Catherine Gotthard	1630	837-62-9491	A+	(Decimal('-19.947384'), Decimal('-166.810156'))	09/24/2018, 00:00:00		kraushaarfrieder		91
1935-08-19	kevin58@ig.com.br	Vasconcelos	Camila da Rocha	96	39562018415	O+	(Decimal('44.3624305'), Decimal('91.741358'))	2023-08-17		marinada-rocha		57
	cusanobeppe@gmail.com	Vianello, Andreozzi e Brunello e figli	Annamaria Scandone	833	BRSMRA41L01C660J	AB-	(Decimal('31.373969'), Decimal('52.394870'))	08/03/2020, 00:00:00	Historic buildings inspector/conservation officer	lodovico35		328
1923-11-27	erichall@gmail.com	Mitchell Group	Margaret Long	1733	425-80-7617	B+	(Decimal('-75.323510'), Decimal('-59.584285'))	2020-04-17		sandragonzales		472
1954-11-15	felixsiering@googlemail.com	Stadelmann	Mathias Klingelhöfer	1712	986-90-6264	O+	(Decimal('84.7270105'), Decimal('-101.258006'))	2021/08/10		beate65		36
1961-06-11	tanakakazuya@yahoo.com	佐藤銀行合同会社	長谷川 幹	1025	692-03-8482	B-	(Decimal('-31.0603985'), Decimal('132.055889'))	30 Jan 2023	漫画家	tsubasa54		566
	pribeiro@uol.com.br	Guerra Rezende S.A.	Luiz Miguel Melo	1213	47895130250	O+	(Decimal('42.4934145'), Decimal('138.151474'))	2020-09-17		ccavalcante		549
1961-10-19	arthur-gabrielborges@hotmail.com	Andrade	Mirella Rocha	1925	37518620480	AB-	(Decimal('-86.5647595'), Decimal('165.219038'))	2019/10/09		barbara18		470
1998-09-16	faruk10@hotmail.de	Heuser AG	Klaus-Werner Junk	997	386-35-5664	B+		2023/08/26	Krankenschwester	zlinke		551
1923-12-09	nicopiovani@libero.it	Rismondo e figli	Sylvia Quasimodo	1079	TPLMRA70P18L335X	AB-	(Decimal('-82.888999'), Decimal('19.240448'))	25 Feb 2019	Secondary school teacher	casellatimirko		258
2018-03-15	nakajimahanako@yahoo.com	合同会社小林水産	清水 裕美子	246	682-06-4685	A+	(Decimal('-21.294335'), Decimal('-25.051706'))	20 Aug 2023		fsato		457
1969-02-14	vitor-hugocardoso@uol.com.br	Cardoso	Henry Gabriel Barbosa	825	26718309478	AB+	(Decimal('1.676895'), Decimal('-66.079287'))	03/13/2025, 00:00:00		guerraantony		222
	apollonia06@gmail.com	Rörricht KG	Dipl.-Ing. Henrike Jäntsch B.Sc.	324	033-70-3298	B+	(Decimal('65.2010935'), Decimal('-106.800870'))	07/25/2020, 00:00:00		maelzerfelicia		454
	gilbertobattaglia@libero.it	Saffi Group	Nanni Sforza	1367	RGRCML27R11M113Q	A+	(Decimal('-1.258445'), Decimal('116.594020'))	2020/01/26	Surveyor, mining	tolentinoalderano		448
	claeredussen-van@hotmail.de	Salz	Ernst Grein Groth MBA.	1902	124-03-4548	B+		21 Aug 2019		zwulff		642
1960-01-28	pompeo57@tin.it	Zanzi, Proietti e Togliatti e figli	Valentina Campise-Antonacci	495	VCLTNO35A26G496I	AB+		03/10/2023, 00:00:00		armando65		658
1916-02-14	wohlgemutsabrina@web.de	Wagner	Magdalene Ullmann	1168	177-52-9843	A-	(Decimal('31.351292'), Decimal('-169.717013'))	2023/04/08	Erzieher	seifertaugusta		466
	vlehmann@googlemail.com	Pärtzelt	Luzia Schuster	1550	812-10-1107	O+		2022-11-29		zkambs		574
1943-08-27	pyamamoto@hotmail.com	有限会社鈴木建設	松本 智也	1236	298-35-0038	B+	(Decimal('-47.6537395'), Decimal('21.753902'))	2023/09/04	小説家	ryohei81		617
1940-02-09	sseifert@yahoo.de	Pechel AG	Jolanta Segebahn	1483	558-32-9865	B+	(Decimal('34.8342375'), Decimal('24.084465'))	01/22/2021, 00:00:00	Schornsteinfeger	junitzmartin		683
2015-05-07	kstroh@gmail.com	Trommler AG & Co. OHG	Irmengard Bähr B.Sc.	1411	614-88-3308	O-	(Decimal('37.2021655'), Decimal('45.252231'))	2018/12/13		petros48		375
1965-06-06	joseph29@hotmail.com	Turner, Gutierrez and Smith	Renee Valdez	1026	317-77-0171	AB-	(Decimal('4.2409825'), Decimal('85.016452'))	02/11/2024, 00:00:00		jennifer92		576
1940-06-08	igornogueira@ig.com.br	Vieira Alves - EI	Vitor Hugo da Rocha	111	39725401670	AB+	(Decimal('-45.9040545'), Decimal('-116.931826'))	23 Nov 2024		montenegrogabriel		127
	adinahenk@hotmail.de	Hesse Wulff GmbH	Univ.Prof. Brian Girschner	1658	053-56-3036	A-	(Decimal('89.837857'), Decimal('10.871632'))	01/07/2019, 00:00:00	Pfleger	ralph72		79
1942-08-06	camila47@gmail.com	Moraes - ME	Sr. Luiz Otávio Pires	600	72398165086	A-	(Decimal('47.9759335'), Decimal('54.323736'))	2023/01/06		qnascimento		385
1946-01-06	mendesrhavi@bol.com.br	Nogueira	Sr. Vitor Gabriel da Mata	1201	46715028958	O+		01/02/2025, 00:00:00		joao-guilherme06		247
1969-02-28	maaya07@gmail.com	有限会社加藤電気	鈴木 裕美子	1234	495-42-5356	A+	(Decimal('72.236973'), Decimal('-153.111754'))	2018-10-31	演歌歌手	ktanaka		275
	ninaseidel@yahoo.de	Atzler e.G.	Aleksej Patberg	615	765-17-2699	O-	(Decimal('-26.824758'), Decimal('107.211623'))	2022/03/17		ullmannothmar		162
	kana81@gmail.com	有限会社吉田建設	中村 稔	573	070-95-5688	O-	(Decimal('-22.6508325'), Decimal('-6.084769'))	2021/06/12		yamamotomituru		190
1941-06-24	bernfried99@aol.de	Zirme GmbH	Dipl.-Ing. Ursula Mentzel	922	450-62-5231	B-	(Decimal('80.1470815'), Decimal('-152.467904'))	2022/04/26		klaus-dholzapfel		478
	kirstin18@hotmail.de	Hande AG	Frau Gloria Kabus	1377	179-76-5737	A+	(Decimal('43.948443'), Decimal('-55.370381'))	02 Oct 2021		radler		660
1926-10-26	swood@yahoo.com	Mcdowell, Miller and Velez	Kristina Rodriguez	1176	411-41-4208	B-	(Decimal('-1.948282'), Decimal('62.019463'))	05 Jul 2023		ohernandez		511
1942-05-16	yoko25@gmail.com	有限会社木村鉱業	福田 結衣	1390	467-76-7723	AB-	(Decimal('-48.3296665'), Decimal('-17.284994'))	2020-01-06	アーティスト	yumikoito		651
1916-12-06	satonaoko@yahoo.com	合同会社田中情報	吉田 充	1480	841-40-8465	A-	(Decimal('22.5178385'), Decimal('79.261396'))	2019/12/15	経営者	naoki16		364
1943-05-05	oda-conceicao@hotmail.com	Rocha e Filhos	Ester Pereira	563	54219708332	AB-	(Decimal('20.698525'), Decimal('-106.949967'))	2020-04-21	Jogador de futebol	da-rochaisabela		654
1910-09-20	dsuzuki@gmail.com	株式会社前田保険	渡辺 加奈	490	248-21-5555	B-	(Decimal('-20.8980145'), Decimal('84.414998'))	2023-10-24		chiyo08		468
1999-05-20	zoemccullough@yahoo.com	Neal-Nelson	Tammy Martinez	1937	452-76-4159	A+	(Decimal('-86.931380'), Decimal('176.312419'))	2021-05-07	Designer, textile	johnberry		69
	lcirino@ig.com.br	Cardoso Ltda.	Ana Lívia da Cruz	1235	82914763069	B+	(Decimal('86.5355955'), Decimal('-69.321576'))	06/25/2022, 00:00:00		vargashellena		603
2025-09-19	marinettietta@tin.it	Tebaldi-Casale Group	Ludovica Comeriato	781	JVRGST07R45L948T	B+	(Decimal('-57.3482495'), Decimal('147.586068'))	28 Aug 2023		alboniottavio		681
1913-12-24	rikafujiwara@gmail.com	田中食品有限会社	加藤 翼	1516	290-83-3273	AB-	(Decimal('25.963601'), Decimal('-148.658623'))	01/31/2022, 00:00:00	映画監督	tomoyatanaka		586
1954-07-05	hertrampfpascal@yahoo.de	Loos Koch GbR	Silke Gehringer	1168	145-82-7148	O-	(Decimal('13.688119'), Decimal('-142.485072'))	2019/03/03		domeniconaser		486
2003-11-20	tsmith@yahoo.com	Torres, Taylor and Turner	Diana Moore	53	557-87-5098	B-	(Decimal('-5.8333495'), Decimal('-22.955263'))	25 Feb 2022		ngilbert		433
1910-01-12	matsumotoshohei@yahoo.com	有限会社渡辺食品	山崎 直子	1958	498-52-8134	O+	(Decimal('-63.6029625'), Decimal('98.577568'))	06/07/2023, 00:00:00	測量士	satominoru		397
1980-10-08	tmachado@hotmail.com	Lopes	Dra. Eloá Ferreira	432	91053426780	O+	(Decimal('-17.328294'), Decimal('160.609773'))	12 Nov 2020	Capitão	fariasjuan		500
	momokoito@yahoo.com	合同会社佐藤鉱業	伊藤 京助	2159	158-37-7975	O+	(Decimal('-0.7803235'), Decimal('112.975026'))	06/03/2023, 00:00:00		akemi93		39
	ucicala@tin.it	Cavanna-Beccheria s.r.l.	Carmelo Emo	129	TGNMRZ97P41A635V	O-	(Decimal('7.9434815'), Decimal('-98.957421'))	2025/03/02		arsenio75		639
1978-07-16	karolineputz@gmail.com	Etzold	Frau Grit Klemt MBA.	787	022-05-1361	AB+	(Decimal('-89.7186745'), Decimal('-9.058689'))	2020-08-20	Koreanistiker	tilly27		396
1973-06-25	ana-liviamoraes@hotmail.com	Montenegro Gomes Ltda.	Carlos Eduardo Camargo	1488	13095276877	AB-	(Decimal('-29.3254555'), Decimal('-134.435740'))	2020/11/19		nsiqueira		165
2010-07-02	asa@yahoo.com.br	Ramos	Gustavo Cavalcanti	1828	50463921860	O+	(Decimal('3.4499515'), Decimal('39.930561'))	02/05/2021, 00:00:00	Artesão	ana-juliaguerra		482
	kimurakenichi@hotmail.com	山口銀行株式会社	中川 零	531	411-03-2151	O+	(Decimal('71.005104'), Decimal('-78.805962'))	2021/11/17		rika95		50
1961-02-03	mtucker@yahoo.com	Price LLC	Steven Nash	1533	606-92-2037	O-	(Decimal('27.330633'), Decimal('-35.138440'))	05/11/2021, 00:00:00		katherine12		622
1977-02-10	anthony75@hotmail.com	Walters, Bentley and Jones	Robert Fox	1603	436-43-8345	AB-		2022/01/01		emckenzie		552
	tcavalcanti@yahoo.com.br	Pastor Ltda.	Anthony Lopes	686	14589673010	A-	(Decimal('-31.383183'), Decimal('-122.789813'))	13 Jan 2024		qgarcia		689
1965-06-04	vabe@gmail.com	池田ガス株式会社	鈴木 淳	126	025-14-4858	O-		2020-09-06		tsubasa44		512
	zamoranifederigo@yahoo.com	Satta-Montesano SPA	Sig. Pierluigi Bellini	2011	VSRGRG59L41C224A	A-	(Decimal('-27.7594055'), Decimal('135.491019'))	24 Jan 2023		mariasanudo		166
	tkoch@hotmail.com	Gibson-Gallegos	Abigail Lewis	1187	148-11-6402	A-	(Decimal('89.063311'), Decimal('119.984403'))	15 Apr 2020		justin46		650
1966-05-02	zsantos@hotmail.com	Pires Cardoso Ltda.	Pedro Lucas Moura	1184	53468297173	AB+	(Decimal('62.1159375'), Decimal('27.122172'))	21 Jan 2025	Jogador de bocha	da-motaana-beatriz		58
	bnascimento@ig.com.br	Araújo	Lavínia Novais	150	10358294797	O-	(Decimal('-61.9210835'), Decimal('-12.735852'))	12/24/2018, 00:00:00	Secretária	sofia92		696
1926-10-02	kmendonca@ig.com.br	Rodrigues e Filhos	Ana Beatriz Pacheco	801	14275986300	O-	(Decimal('-3.435316'), Decimal('-19.446042'))	05 Jun 2025		da-cunhaguilherme		337
	muriloaraujo@ig.com.br	Martins - EI	Srta. Maria Luiza Carvalho	1199	26857049149	A+	(Decimal('57.2580075'), Decimal('167.039483'))	11/27/2021, 00:00:00		oalbuquerque		122
	boagaermenegildo@alice.it	Salgari-Leoncavallo SPA	Cristina Gigli	1522	PCNMLN11E08M341C	A+		19 Feb 2021		canalifabio		493
	hellena81@hotmail.com	Porto Nascimento S/A	Arthur Gabriel Ribeiro	1406	48975260194	O+	(Decimal('-40.0080385'), Decimal('-128.949255'))	2022-12-04		arthur-gabrielmoura		58
	morganbrian@hotmail.com	Garcia-Smith	Sharon Fowler	1898	213-63-8729	AB+	(Decimal('74.5087075'), Decimal('137.992523'))	2024-07-30		randygreen		455
1952-09-18	sebastiano69@libero.it	Granatelli-Conti s.r.l.	Alessandro Contrafatto-Gozzi	1441	NRDFRC08S47F993N	A-	(Decimal('-20.0007165'), Decimal('-74.646269'))	2024/10/12		gianluigi03		707
2019-03-26	benedettobelletini@libero.it	Barese s.r.l.	Viridiana Piazzi	609	TNZLSE99M13C560Z	A-		26 May 2024	Engineer, manufacturing	vergerioluisa		314
1989-01-12	pedro-henriquefernandes@bol.com.br	Monteiro	Maria Eduarda Cirino	1414	27495386100	AB-	(Decimal('85.1532125'), Decimal('164.657807'))	2023/03/17		qpacheco		161
1912-11-24	maria-alice81@hotmail.com	Farias S.A.	Enzo Jesus	1598	06184792369	AB-	(Decimal('-10.8285635'), Decimal('-102.361828'))	2025-03-13		zfogaca		194
	nicholasdelgado@yahoo.com	Gonzalez-Benitez	Kevin Kennedy	271	601-48-6756	O+	(Decimal('22.020298'), Decimal('60.389890'))	02/20/2020, 00:00:00		warrensherry		446
1986-04-20	ssexton@gmail.com	Rice-Robinson	Miranda Johnson	1162	350-64-3888	AB+	(Decimal('7.2265075'), Decimal('36.816307'))	16 Jun 2022	Librarian, public	rsmith		264
1995-05-08	ufonseca@gmail.com	Jesus	Yago Novaes	842	68432971537	A-	(Decimal('-73.908981'), Decimal('-148.083829'))	2022-05-04		inovais		246
	tanakaatsushi@yahoo.com	松本銀行有限会社	橋本 浩	865	694-74-9010	O-	(Decimal('-21.1218455'), Decimal('-8.744018'))	07/27/2023, 00:00:00		matsudaharuka		636
	maya70@hotmail.com	Lima - EI	Ian Marques	135	82015634762	AB+		10/11/2024, 00:00:00		raquelfernandes		351
